target,p_value
Jew_Ashkenazi.HO,0.10448961220089627
Jew_Moroccan.HO,8.336557274286645e-4
Jew_Tunisian.HO,1.0264616264448746e-4
Jew_Libyan.HO,3.666638249302079e-4
Jew_Yemenite.HO,2.797867279435158e-6
Jew_Iranian.HO,6.047520245170066e-5
Jew_Iraqi.HO,4.2301404667626155e-9
Jew_Georgian.HO,8.070640392955653e-7
Jew_Cochin.HO,1.2129728352103305e-28
Jew_Turkish.HO,0.004343801547047204
