population,weight,se,target
Tajikistan_Ksirov_Kushan,0.08434018972252667,0.02924363345291946,Jew_Moroccan.HO_model5
France_Occitanie_EBA.SG,0.2476629250483999,0.024004186909272154,Jew_Moroccan.HO_model5
CanaryIslands_Guanche.SG,0.14254552341106635,0.022581112478327774,Jew_Moroccan.HO_model6
Italy_PianSultano_BA.SG,0.2412224359049942,0.03634110354675647,Jew_Moroccan.HO_model6
Tajikistan_Ksirov_Kushan,0.16516480072689743,0.030820491036789348,Jew_Moroccan.HO_model6
Syria_TellQarassa_Umayyad,0.451067239957042,0.04496428429712279,Jew_Moroccan.HO_model6
CanaryIslands_Guanche.SG,0.1322462949239161,0.02510722337856918,Jew_Moroccan.HO_model7
Tajikistan_Ksirov_Kushan,0.1450301717104098,0.034159085223232986,Jew_Moroccan.HO_model7
Syria_TellQarassa_Umayyad,0.5044398990526425,0.04372966520508318,Jew_Moroccan.HO_model7
France_Occitanie_EBA.SG,0.21828363431303155,0.032385406027938365,Jew_Moroccan.HO_model7
Lebanon_MBA.SG,0.6308766730743762,0.031052824308372008,Jew_Tunisian.HO
CanaryIslands_Guanche.SG,0.15844444396180524,0.01883710125472662,Jew_Tunisian.HO
France_Occitanie_EBA.SG,0.21067888296381854,0.022051930453392692,Jew_Tunisian.HO
Lebanon_MBA.SG,0.5943551859601314,0.03617442307703246,Jew_Tunisian.HO_model2
CanaryIslands_Guanche.SG,0.16157881116571807,0.018389566676907554,Jew_Tunisian.HO_model2
Tajikistan_Ksirov_Kushan,0.05353586769758386,0.032404747851517667,Jew_Tunisian.HO_model2
France_Occitanie_EBA.SG,0.19053013517656678,0.025165472265514074,Jew_Tunisian.HO_model2
CanaryIslands_Guanche.SG,0.15400340607064064,0.025162597338074133,Jew_Libyan.HO
Tajikistan_Ksirov_Kushan,0.1167328018282548,0.03821502913295759,Jew_Libyan.HO
Syria_TellQarassa_Umayyad,0.5852990130550448,0.046677939466292215,Jew_Libyan.HO
France_Occitanie_EBA.SG,0.14396477904605967,0.036093723515934865,Jew_Libyan.HO
Lebanon_MBA.SG,0.8365356042143139,0.018581564785171333,Jew_Yemenite.HO
CanaryIslands_Guanche.SG,0.1634643957856861,0.018581564785171322,Jew_Yemenite.HO
Syria_TellMasaikh_Medieval.SG,1,2.4886552404514983e-14,Jew_Iranian.HO
CanaryIslands_Guanche.SG,0.026421046595131347,0.030971863139404802,Jew_Iranian.HO_model2
Syria_TellMasaikh_Medieval.SG,0.9735789534048687,0.030971863139404757,Jew_Iranian.HO_model2
CanaryIslands_Guanche.SG,0.04800363176216616,0.03193010339172629,Jew_Iraqi.HO
Syria_TellMasaikh_Medieval.SG,0.9519963682378338,0.03193010339172629,Jew_Iraqi.HO
Syria_TellMasaikh_Medieval.SG,1,2.4886552404514983e-14,Jew_Georgian.HO
Syria_TellQarassa_Umayyad,0.6947740413613034,0.031824180887954606,Jew_Turkish.HO
France_Occitanie_EBA.SG,0.30522595863869667,0.03182418088795471,Jew_Turkish.HO
Lebanon_MBA.SG,0.6083752518127019,0.031206375060629527,Jew_Turkish.HO_model2
CanaryIslands_Guanche.SG,0.07213382828314846,0.018336837470903946,Jew_Turkish.HO_model2
France_Occitanie_EBA.SG,0.31949091990414974,0.022447051848532473,Jew_Turkish.HO_model2
CanaryIslands_Guanche.SG,0.13152900908869375,0.022699155885316714,Jew_Turkish.HO_model3
Italy_PianSultano_BA.SG,0.2665480569281395,0.04404643662205793,Jew_Turkish.HO_model3
Syria_TellMasaikh_Medieval.SG,0.6019229339831668,0.05428543822979058,Jew_Turkish.HO_model3
CanaryIslands_Guanche.SG,0.029178288178043157,0.029088296874270645,Jew_Turkish.HO_model4
Syria_TellQarassa_Umayyad,0.6601850153692198,0.04817219429833599,Jew_Turkish.HO_model4
France_Occitanie_EBA.SG,0.31063669645273706,0.03213654001818824,Jew_Turkish.HO_model4
Tajikistan_Ksirov_Kushan,0.11521476125265843,0.03910688073819907,Jew_Turkish.HO_model5
Syria_TellQarassa_Umayyad,0.6327753363583204,0.034577030854921795,Jew_Turkish.HO_model5
France_Occitanie_EBA.SG,0.2520099023890211,0.03594777910652081,Jew_Turkish.HO_model5
Lebanon_MBA.SG,0.48073646361820044,0.031912843329712524,Jew_Turkish.HO_model6
CanaryIslands_Guanche.SG,0.09264032603362181,0.015076759269126855,Jew_Turkish.HO_model6
Italy_PianSultano_BA.SG,0.33422438049063896,0.022855980200333845,Jew_Turkish.HO_model6
Tajikistan_Ksirov_Kushan,0.0923988298575389,0.022714914650273584,Jew_Turkish.HO_model6
Lebanon_MBA.SG,0.32309960023931417,0.07282941563828672,Jew_Turkish.HO_model7
CanaryIslands_Guanche.SG,0.10366464670336692,0.017020517412549046,Jew_Turkish.HO_model7
Italy_PianSultano_BA.SG,0.31070669941041634,0.02941822121281991,Jew_Turkish.HO_model7
Syria_TellMasaikh_Medieval.SG,0.2625290536469026,0.07957804983731205,Jew_Turkish.HO_model7
Lebanon_MBA.SG,0.5766298011493519,0.03637069337390433,Jew_Turkish.HO_model8
CanaryIslands_Guanche.SG,0.07506062239189061,0.017868253953641004,Jew_Turkish.HO_model8
Tajikistan_Ksirov_Kushan,0.044044888290558325,0.028154227022111962,Jew_Turkish.HO_model8
France_Occitanie_EBA.SG,0.3042646881681992,0.023684242882414875,Jew_Turkish.HO_model8
CanaryIslands_Guanche.SG,0.05745891432115452,0.022706934516281408,Jew_Turkish.HO_model9
Italy_PianSultano_BA.SG,0.28591347055248284,0.03531199678323107,Jew_Turkish.HO_model9
Tajikistan_Ksirov_Kushan,0.14743420025157378,0.03094150386162124,Jew_Turkish.HO_model9
Syria_TellQarassa_Umayyad,0.5091934148747889,0.04391698485739681,Jew_Turkish.HO_model9
CanaryIslands_Guanche.SG,0.03601406919853237,0.025970477814856056,Jew_Turkish.HO_model10
Tajikistan_Ksirov_Kushan,0.11784511450722263,0.03709319792449753,Jew_Turkish.HO_model10
Syria_TellQarassa_Umayyad,0.5876653294555,0.0467071996999076,Jew_Turkish.HO_model10
France_Occitanie_EBA.SG,0.25847548683874505,0.0352417772011936,Jew_Turkish.HO_model10
CanaryIslands_Guanche.SG,0.19324583574671444,0.026713703924757033,Lebanese.HO
Syria_TellMasaikh_Medieval.SG,0.8067541642532856,0.02671370392475702,Lebanese.HO
Italy_PianSultano_BA.SG,0.11974055643868628,0.04876149324093089,Cypriot.HO
Syria_TellQarassa_Umayyad,0.26898088566950257,0.1360940712835958,Cypriot.HO
Syria_TellMasaikh_Medieval.SG,0.6112785578918111,0.16454543163585442,Cypriot.HO
CanaryIslands_Guanche.SG,0.24263990422992118,0.026138765069141777,Palestinian.HO
Syria_TellMasaikh_Medieval.SG,0.7573600957700788,0.026138765069141662,Palestinian.HO
CanaryIslands_Guanche.SG,0.20776109837412185,0.027175274846388587,Syrian.HO
Syria_TellMasaikh_Medieval.SG,0.7922389016258782,0.027175274846388715,Syrian.HO
CanaryIslands_Guanche.SG,0.08057736270322,0.020937424957195156,Italian_South.HO
Italy_PianSultano_BA.SG,0.4414233751358842,0.04315502123429686,Italian_South.HO
Syria_TellMasaikh_Medieval.SG,0.4779992621608959,0.05199092699263885,Italian_South.HO
Italy_PianSultano_BA.SG,0.4397437242734341,0.03733983520205023,Italian_South.HO_model2
Tajikistan_Ksirov_Kushan,0.15786257066192844,0.03501323918524869,Italian_South.HO_model2
Syria_TellQarassa_Umayyad,0.40239370506463745,0.03799298916118919,Italian_South.HO_model2
Tajikistan_Ksirov_Kushan,0.11047968451862716,0.04414246356378282,Italian_South.HO_model3
Syria_TellQarassa_Umayyad,0.48984272244735694,0.043742383166763966,Italian_South.HO_model3
France_Occitanie_EBA.SG,0.39967759303401595,0.03914343965215245,Italian_South.HO_model3
Lebanon_MBA.SG,0.34856824324545527,0.03902216755492126,Italian_South.HO_model4
CanaryIslands_Guanche.SG,0.04949591627133455,0.01747075456388667,Italian_South.HO_model4
Italy_PianSultano_BA.SG,0.48345253561068935,0.030204832211833208,Italian_South.HO_model4
Tajikistan_Ksirov_Kushan,0.11848330487252079,0.03152497849509576,Italian_South.HO_model4
