target,p_value
Jew_Ashkenazi.HO,0.13641042649445168
Jew_Moroccan.HO,0.4214297801544347
Jew_Tunisian.HO,0.9074015731330783
Jew_Libyan.HO,0.3093896645181968
Jew_Yemenite.HO,0.7905885392477995
Jew_Iranian.HO,-Inf
Jew_Iraqi.HO,0.48275880915901526
Jew_Georgian.HO,-Inf
Jew_Cochin.HO,-Inf
Jew_Turkish.HO,0.7221702955994633
