population,weight,se,target
CanaryIslands_Guanche.SG,0.002559197344220552,0.06010559377636825,Jew_Ashkenazi.HO
Italy_PianSultano_BA.SG,0.5179354755142014,0.05352152700090304,Jew_Ashkenazi.HO
Tajikistan_Ksirov_Kushan,0.10957982565812129,0.04994635413305201,Jew_Ashkenazi.HO
Saudi.HO,0.36992550148345676,0.15112096050426313,Jew_Ashkenazi.HO
Lebanon_MBA.SG,0.34529153249754096,33.841591560572056,Jew_Moroccan.HO
CanaryIslands_Guanche.SG,0.16698431358471513,13.449704234972838,Jew_Moroccan.HO
Italy_PianSultano_BA.SG,0.36636079277908656,5.2677690664218355,Jew_Moroccan.HO
Tajikistan_Ksirov_Kushan,0.03173443652218292,3.6557524611872063,Jew_Moroccan.HO
Saudi.HO,0.08962892461647458,56.211215897065564,Jew_Moroccan.HO
Lebanon_MBA.SG,0.028946292754121427,0.2417897972090988,Jew_Tunisian.HO
CanaryIslands_Guanche.SG,0.036041474451330456,0.07875916798533766,Jew_Tunisian.HO
Italy_PianSultano_BA.SG,0.2601902625450376,0.04427328325135677,Jew_Tunisian.HO
Saudi.HO,0.6748219702495106,0.3420964676806499,Jew_Tunisian.HO
Lebanon_MBA.SG,0.26628245958501773,0.341945890407922,Jew_Libyan.HO
CanaryIslands_Guanche.SG,0.1756425110376255,0.1501785799751192,Jew_Libyan.HO
Italy_PianSultano_BA.SG,0.28754963841501746,0.07210801038023672,Jew_Libyan.HO
Tajikistan_Ksirov_Kushan,0.012234191347244606,0.05076739115525335,Jew_Libyan.HO
Saudi.HO,0.25829119961509484,0.5919059812948284,Jew_Libyan.HO
Saudi.HO,1,1.1376698354596692e-13,Jew_Yemenite.HO
Italy_PianSultano_BA.SG,0.22775654250152153,0.033529740202702676,Jew_Iranian.HO
Tajikistan_Ksirov_Kushan,0.42125389680092007,0.03586606564860141,Jew_Iranian.HO
Saudi.HO,0.35098956069755843,0.042054729465412305,Jew_Iranian.HO
Lebanon_MBA.SG,0.7389191776932655,0.051289197092698906,Jew_Iraqi.HO
Italy_PianSultano_BA.SG,0.1234402676058598,0.03286269061223364,Jew_Iraqi.HO
Tajikistan_Ksirov_Kushan,0.13764055470087475,0.034913612022753955,Jew_Iraqi.HO
Italy_PianSultano_BA.SG,0.29165509319822325,0.033351857116071235,Jew_Georgian.HO
Tajikistan_Ksirov_Kushan,0.4389259670765053,0.03273547069375163,Jew_Georgian.HO
Saudi.HO,0.26941893972527153,0.04077883560899654,Jew_Georgian.HO
Tajikistan_Ksirov_Kushan,1,1.1376698354596692e-13,Jew_Cochin.HO
Lebanon_MBA.SG,0.2881863447626413,0.20316077202322605,Jew_Turkish.HO
CanaryIslands_Guanche.SG,0.10503907856827024,0.0864089996265045,Jew_Turkish.HO
Italy_PianSultano_BA.SG,0.45729759600208403,0.04729535345842849,Jew_Turkish.HO
Tajikistan_Ksirov_Kushan,0.07210983759645233,0.039747636613641946,Jew_Turkish.HO
Saudi.HO,0.07736714307055212,0.33539490480327666,Jew_Turkish.HO
